t0; p1, -0.5, 0, 0; p2, 0.5, 0, 0; p3, 0, 0, 0
t37.704; p1, -0.0485469, -0.422281, 0; p2, 0.0485469, 0.422281, 0; p3, 0, 0, 0
t37.705; p1, -0.0493892, -0.422325, 0; p2, 0.0493892, 0.422325, 0; p3, 0, 0, 0
t37.706; p1, -0.0502313, -0.422367, 0; p2, 0.0502313, 0.422367, 0; p3, 0, 0, 0
t37.707; p1, -0.0510731, -0.422407, 0; p2, 0.0510731, 0.422407, 0; p3, 0, 0, 0
t37.708; p1, -0.0519148, -0.422446, 0; p2, 0.0519148, 0.422446, 0; p3, 0, 0, 0
t37.709; p1, -0.0527563, -0.422483, 0; p2, 0.0527563, 0.422483, 0; p3, 0, 0, 0
t37.71; p1, -0.0535976, -0.422518, 0; p2, 0.0535976, 0.422518, 0; p3, 0, 0, 0
t37.711; p1, -0.0544386, -0.422552, 0; p2, 0.0544386, 0.422552, 0; p3, 0, 0, 0
t37.712; p1, -0.0552795, -0.422584, 0; p2, 0.0552795, 0.422584, 0; p3, 0, 0, 0
t37.713; p1, -0.0561201, -0.422615, 0; p2, 0.0561201, 0.422615, 0; p3, 0, 0, 0
t37.714; p1, -0.0569606, -0.422644, 0; p2, 0.0569606, 0.422644, 0; p3, 0, 0, 0
t37.715; p1, -0.0578008, -0.422671, 0; p2, 0.0578008, 0.422671, 0; p3, 0, 0, 0
t37.716; p1, -0.0586407, -0.422697, 0; p2, 0.0586407, 0.422697, 0; p3, 0, 0, 0
t37.717; p1, -0.0594805, -0.422721, 0; p2, 0.0594805, 0.422721, 0; p3, 0, 0, 0
t37.718; p1, -0.06032, -0.422743, 0; p2, 0.06032, 0.422743, 0; p3, 0, 0, 0
t37.719; p1, -0.0611593, -0.422764, 0; p2, 0.0611593, 0.422764, 0; p3, 0, 0, 0
t37.72; p1, -0.0619984, -0.422783, 0; p2, 0.0619984, 0.422783, 0; p3, 0, 0, 0
t37.721; p1, -0.0628372, -0.4228, 0; p2, 0.0628372, 0.4228, 0; p3, 0, 0, 0
t37.722; p1, -0.0636758, -0.422816, 0; p2, 0.0636758, 0.422816, 0; p3, 0, 0, 0
t37.723; p1, -0.0645141, -0.42283, 0; p2, 0.0645141, 0.42283, 0; p3, 0, 0, 0
t37.724; p1, -0.0653522, -0.422843, 0; p2, 0.0653522, 0.422843, 0; p3, 0, 0, 0
t37.725; p1, -0.06619, -0.422854, 0; p2, 0.06619, 0.422854, 0; p3, 0, 0, 0
t37.726; p1, -0.0670276, -0.422863, 0; p2, 0.0670276, 0.422863, 0; p3, 0, 0, 0
t37.727; p1, -0.0678649, -0.422871, 0; p2, 0.0678649, 0.422871, 0; p3, 0, 0, 0
t37.728; p1, -0.068702, -0.422877, 0; p2, 0.068702, 0.422877, 0; p3, 0, 0, 0
t37.729; p1, -0.0695388, -0.422882, 0; p2, 0.0695388, 0.422882, 0; p3, 0, 0, 0
t37.73; p1, -0.0703753, -0.422885, 0; p2, 0.0703753, 0.422885, 0; p3, 0, 0, 0
t37.731; p1, -0.0712116, -0.422886, 0; p2, 0.0712116, 0.422886, 0; p3, 0, 0, 0
t37.732; p1, -0.0720476, -0.422886, 0; p2, 0.0720476, 0.422886, 0; p3, 0, 0, 0
t37.733; p1, -0.0728833, -0.422884, 0; p2, 0.0728833, 0.422884, 0; p3, 0, 0, 0
t37.734; p1, -0.0737188, -0.422881, 0; p2, 0.0737188, 0.422881, 0; p3, 0, 0, 0
t37.735; p1, -0.074554, -0.422875, 0; p2, 0.074554, 0.422875, 0; p3, 0, 0, 0
t37.736; p1, -0.0753888, -0.422869, 0; p2, 0.0753888, 0.422869, 0; p3, 0, 0, 0
t37.737; p1, -0.0762234, -0.42286, 0; p2, 0.0762234, 0.42286, 0; p3, 0, 0, 0
t37.738; p1, -0.0770578, -0.422851, 0; p2, 0.0770578, 0.422851, 0; p3, 0, 0, 0
t37.739; p1, -0.0778918, -0.422839, 0; p2, 0.0778918, 0.422839, 0; p3, 0, 0, 0
t37.74; p1, -0.0787255, -0.422826, 0; p2, 0.0787255, 0.422826, 0; p3, 0, 0, 0
t37.741; p1, -0.0795589, -0.422811, 0; p2, 0.0795589, 0.422811, 0; p3, 0, 0, 0
t37.742; p1, -0.0803921, -0.422795, 0; p2, 0.0803921, 0.422795, 0; p3, 0, 0, 0
t37.743; p1, -0.0812249, -0.422777, 0; p2, 0.0812249, 0.422777, 0; p3, 0, 0, 0
t37.744; p1, -0.0820574, -0.422758, 0; p2, 0.0820574, 0.422758, 0; p3, 0, 0, 0
t37.745; p1, -0.0828896, -0.422737, 0; p2, 0.0828896, 0.422737, 0; p3, 0, 0, 0
t37.746; p1, -0.0837215, -0.422714, 0; p2, 0.0837215, 0.422714, 0; p3, 0, 0, 0
t37.747; p1, -0.0845531, -0.42269, 0; p2, 0.0845531, 0.42269, 0; p3, 0, 0, 0
t37.748; p1, -0.0853844, -0.422664, 0; p2, 0.0853844, 0.422664, 0; p3, 0, 0, 0
t37.749; p1, -0.0862154, -0.422636, 0; p2, 0.0862154, 0.422636, 0; p3, 0, 0, 0
t37.75; p1, -0.087046, -0.422607, 0; p2, 0.087046, 0.422607, 0; p3, 0, 0, 0
t37.751; p1, -0.0878763, -0.422577, 0; p2, 0.0878763, 0.422577, 0; p3, 0, 0, 0
t37.752; p1, -0.0887063, -0.422545, 0; p2, 0.0887063, 0.422545, 0; p3, 0, 0, 0
t37.753; p1, -0.0895359, -0.422511, 0; p2, 0.0895359, 0.422511, 0; p3, 0, 0, 0
t37.754; p1, -0.0903653, -0.422476, 0; p2, 0.0903653, 0.422476, 0; p3, 0, 0, 0
t37.755; p1, -0.0911942, -0.422439, 0; p2, 0.0911942, 0.422439, 0; p3, 0, 0, 0
t37.756; p1, -0.0920229, -0.422401, 0; p2, 0.0920229, 0.422401, 0; p3, 0, 0, 0
t37.757; p1, -0.0928512, -0.422361, 0; p2, 0.0928512, 0.422361, 0; p3, 0, 0, 0
t37.758; p1, -0.0936791, -0.422319, 0; p2, 0.0936791, 0.422319, 0; p3, 0, 0, 0
t37.759; p1, -0.0945067, -0.422276, 0; p2, 0.0945067, 0.422276, 0; p3, 0, 0, 0
t37.76; p1, -0.095334, -0.422231, 0; p2, 0.095334, 0.422231, 0; p3, 0, 0, 0
t37.761; p1, -0.0961609, -0.422185, 0; p2, 0.0961609, 0.422185, 0; p3, 0, 0, 0
t37.762; p1, -0.0969874, -0.422137, 0; p2, 0.0969874, 0.422137, 0; p3, 0, 0, 0
t37.763; p1, -0.0978136, -0.422088, 0; p2, 0.0978136, 0.422088, 0; p3, 0, 0, 0
t37.764; p1, -0.0986395, -0.422037, 0; p2, 0.0986395, 0.422037, 0; p3, 0, 0, 0
t37.765; p1, -0.0994649, -0.421984, 0; p2, 0.0994649, 0.421984, 0; p3, 0, 0, 0
t37.766; p1, -0.10029, -0.42193, 0; p2, 0.10029, 0.42193, 0; p3, 0, 0, 0
t37.767; p1, -0.101115, -0.421875, 0; p2, 0.101115, 0.421875, 0; p3, 0, 0, 0
t37.768; p1, -0.101939, -0.421818, 0; p2, 0.101939, 0.421818, 0; p3, 0, 0, 0
t37.769; p1, -0.102763, -0.421759, 0; p2, 0.102763, 0.421759, 0; p3, 0, 0, 0
t37.77; p1, -0.103587, -0.421699, 0; p2, 0.103587, 0.421699, 0; p3, 0, 0, 0
t37.771; p1, -0.10441, -0.421637, 0; p2, 0.10441, 0.421637, 0; p3, 0, 0, 0
t37.772; p1, -0.105233, -0.421574, 0; p2, 0.105233, 0.421574, 0; p3, 0, 0, 0
t37.773; p1, -0.106055, -0.421509, 0; p2, 0.106055, 0.421509, 0; p3, 0, 0, 0
t37.774; p1, -0.106877, -0.421443, 0; p2, 0.106877, 0.421443, 0; p3, 0, 0, 0
t37.775; p1, -0.107699, -0.421375, 0; p2, 0.107699, 0.421375, 0; p3, 0, 0, 0
t37.776; p1, -0.10852, -0.421305, 0; p2, 0.10852, 0.421305, 0; p3, 0, 0, 0
t37.777; p1, -0.109341, -0.421234, 0; p2, 0.109341, 0.421234, 0; p3, 0, 0, 0
t37.778; p1, -0.110162, -0.421162, 0; p2, 0.110162, 0.421162, 0; p3, 0, 0, 0
t37.779; p1, -0.110982, -0.421087, 0; p2, 0.110982, 0.421087, 0; p3, 0, 0, 0
t37.78; p1, -0.111802, -0.421012, 0; p2, 0.111802, 0.421012, 0; p3, 0, 0, 0
t37.781; p1, -0.112621, -0.420935, 0; p2, 0.112621, 0.420935, 0; p3, 0, 0, 0
t37.782; p1, -0.11344, -0.420856, 0; p2, 0.11344, 0.420856, 0; p3, 0, 0, 0
t37.783; p1, -0.114258, -0.420776, 0; p2, 0.114258, 0.420776, 0; p3, 0, 0, 0
t37.784; p1, -0.115076, -0.420694, 0; p2, 0.115076, 0.420694, 0; p3, 0, 0, 0
t37.785; p1, -0.115894, -0.420611, 0; p2, 0.115894, 0.420611, 0; p3, 0, 0, 0
t37.786; p1, -0.116711, -0.420526, 0; p2, 0.116711, 0.420526, 0; p3, 0, 0, 0
t37.787; p1, -0.117528, -0.42044, 0; p2, 0.117528, 0.42044, 0; p3, 0, 0, 0
t37.788; p1, -0.118344, -0.420352, 0; p2, 0.118344, 0.420352, 0; p3, 0, 0, 0
t37.789; p1, -0.11916, -0.420263, 0; p2, 0.11916, 0.420263, 0; p3, 0, 0, 0
t37.79; p1, -0.119976, -0.420172, 0; p2, 0.119976, 0.420172, 0; p3, 0, 0, 0
t37.791; p1, -0.120791, -0.42008, 0; p2, 0.120791, 0.42008, 0; p3, 0, 0, 0
t37.792; p1, -0.121605, -0.419986, 0; p2, 0.121605, 0.419986, 0; p3, 0, 0, 0
t37.793; p1, -0.12242, -0.419891, 0; p2, 0.12242, 0.419891, 0; p3, 0, 0, 0
t37.794; p1, -0.123233, -0.419794, 0; p2, 0.123233, 0.419794, 0; p3, 0, 0, 0
t37.795; p1, -0.124047, -0.419696, 0; p2, 0.124047, 0.419696, 0; p3, 0, 0, 0
t37.796; p1, -0.12486, -0.419596, 0; p2, 0.12486, 0.419596, 0; p3, 0, 0, 0
t37.797; p1, -0.125672, -0.419494, 0; p2, 0.125672, 0.419494, 0; p3, 0, 0, 0
t37.798; p1, -0.126484, -0.419392, 0; p2, 0.126484, 0.419392, 0; p3, 0, 0, 0
t37.799; p1, -0.127296, -0.419287, 0; p2, 0.127296, 0.419287, 0; p3, 0, 0, 0
t37.8; p1, -0.128107, -0.419181, 0; p2, 0.128107, 0.419181, 0; p3, 0, 0, 0
t37.801; p1, -0.128917, -0.419074, 0; p2, 0.128917, 0.419074, 0; p3, 0, 0, 0
t37.802; p1, -0.129728, -0.418965, 0; p2, 0.129728, 0.418965, 0; p3, 0, 0, 0
t37.803; p1, -0.130537, -0.418855, 0; p2, 0.130537, 0.418855, 0; p3, 0, 0, 0
t37.804; p1, -0.131347, -0.418743, 0; p2, 0.131347, 0.418743, 0; p3, 0, 0, 0
t37.805; p1, -0.132155, -0.41863, 0; p2, 0.132155, 0.41863, 0; p3, 0, 0, 0
t37.806; p1, -0.132964, -0.418515, 0; p2, 0.132964, 0.418515, 0; p3, 0, 0, 0
t37.807; p1, -0.133772, -0.418399, 0; p2, 0.133772, 0.418399, 0; p3, 0, 0, 0
t37.808; p1, -0.134579, -0.418281, 0; p2, 0.134579, 0.418281, 0; p3, 0, 0, 0
t37.809; p1, -0.135386, -0.418162, 0; p2, 0.135386, 0.418162, 0; p3, 0, 0, 0
t37.81; p1, -0.136192, -0.418041, 0; p2, 0.136192, 0.418041, 0; p3, 0, 0, 0
t37.811; p1, -0.136998, -0.417919, 0; p2, 0.136998, 0.417919, 0; p3, 0, 0, 0
t37.812; p1, -0.137804, -0.417795, 0; p2, 0.137804, 0.417795, 0; p3, 0, 0, 0
t37.813; p1, -0.138609, -0.41767, 0; p2, 0.138609, 0.41767, 0; p3, 0, 0, 0
t37.814; p1, -0.139413, -0.417544, 0; p2, 0.139413, 0.417544, 0; p3, 0, 0, 0
t37.815; p1, -0.140217, -0.417416, 0; p2, 0.140217, 0.417416, 0; p3, 0, 0, 0
t37.816; p1, -0.141021, -0.417286, 0; p2, 0.141021, 0.417286, 0; p3, 0, 0, 0
t37.817; p1, -0.141824, -0.417155, 0; p2, 0.141824, 0.417155, 0; p3, 0, 0, 0
t37.818; p1, -0.142626, -0.417023, 0; p2, 0.142626, 0.417023, 0; p3, 0, 0, 0
t37.819; p1, -0.143428, -0.416889, 0; p2, 0.143428, 0.416889, 0; p3, 0, 0, 0
t37.82; p1, -0.14423, -0.416754, 0; p2, 0.14423, 0.416754, 0; p3, 0, 0, 0
t37.821; p1, -0.145031, -0.416617, 0; p2, 0.145031, 0.416617, 0; p3, 0, 0, 0
t37.822; p1, -0.145831, -0.416478, 0; p2, 0.145831, 0.416478, 0; p3, 0, 0, 0
t37.823; p1, -0.146631, -0.416339, 0; p2, 0.146631, 0.416339, 0; p3, 0, 0, 0
t37.824; p1, -0.147431, -0.416198, 0; p2, 0.147431, 0.416198, 0; p3, 0, 0, 0
t37.825; p1, -0.14823, -0.416055, 0; p2, 0.14823, 0.416055, 0; p3, 0, 0, 0
t37.826; p1, -0.149028, -0.415911, 0; p2, 0.149028, 0.415911, 0; p3, 0, 0, 0
t37.827; p1, -0.149826, -0.415765, 0; p2, 0.149826, 0.415765, 0; p3, 0, 0, 0
t37.828; p1, -0.150623, -0.415618, 0; p2, 0.150623, 0.415618, 0; p3, 0, 0, 0
t37.829; p1, -0.15142, -0.41547, 0; p2, 0.15142, 0.41547, 0; p3, 0, 0, 0
t37.83; p1, -0.152217, -0.41532, 0; p2, 0.152217, 0.41532, 0; p3, 0, 0, 0
t37.831; p1, -0.153012, -0.415169, 0; p2, 0.153012, 0.415169, 0; p3, 0, 0, 0
t37.832; p1, -0.153808, -0.415016, 0; p2, 0.153808, 0.415016, 0; p3, 0, 0, 0
t37.833; p1, -0.154602, -0.414862, 0; p2, 0.154602, 0.414862, 0; p3, 0, 0, 0
t37.834; p1, -0.155397, -0.414706, 0; p2, 0.155397, 0.414706, 0; p3, 0, 0, 0
t37.835; p1, -0.15619, -0.414549, 0; p2, 0.15619, 0.414549, 0; p3, 0, 0, 0
t37.836; p1, -0.156984, -0.414391, 0; p2, 0.156984, 0.414391, 0; p3, 0, 0, 0
t37.837; p1, -0.157776, -0.414231, 0; p2, 0.157776, 0.414231, 0; p3, 0, 0, 0
t37.838; p1, -0.158568, -0.41407, 0; p2, 0.158568, 0.41407, 0; p3, 0, 0, 0
t37.839; p1, -0.15936, -0.413907, 0; p2, 0.15936, 0.413907, 0; p3, 0, 0, 0
t37.84; p1, -0.160151, -0.413743, 0; p2, 0.160151, 0.413743, 0; p3, 0, 0, 0
t37.841; p1, -0.160941, -0.413577, 0; p2, 0.160941, 0.413577, 0; p3, 0, 0, 0
t37.842; p1, -0.161731, -0.41341, 0; p2, 0.161731, 0.41341, 0; p3, 0, 0, 0
t37.843; p1, -0.16252, -0.413242, 0; p2, 0.16252, 0.413242, 0; p3, 0, 0, 0
t37.844; p1, -0.163309, -0.413072, 0; p2, 0.163309, 0.413072, 0; p3, 0, 0, 0
t37.845; p1, -0.164097, -0.412901, 0; p2, 0.164097, 0.412901, 0; p3, 0, 0, 0
t37.846; p1, -0.164885, -0.412728, 0; p2, 0.164885, 0.412728, 0; p3, 0, 0, 0
t37.847; p1, -0.165672, -0.412554, 0; p2, 0.165672, 0.412554, 0; p3, 0, 0, 0
t37.848; p1, -0.166459, -0.412378, 0; p2, 0.166459, 0.412378, 0; p3, 0, 0, 0
t37.849; p1, -0.167245, -0.412201, 0; p2, 0.167245, 0.412201, 0; p3, 0, 0, 0
t37.85; p1, -0.16803, -0.412023, 0; p2, 0.16803, 0.412023, 0; p3, 0, 0, 0
t37.851; p1, -0.168815, -0.411843, 0; p2, 0.168815, 0.411843, 0; p3, 0, 0, 0
t37.852; p1, -0.169599, -0.411662, 0; p2, 0.169599, 0.411662, 0; p3, 0, 0, 0
t37.853; p1, -0.170383, -0.41148, 0; p2, 0.170383, 0.41148, 0; p3, 0, 0, 0
t37.854; p1, -0.171166, -0.411296, 0; p2, 0.171166, 0.411296, 0; p3, 0, 0, 0
t37.855; p1, -0.171948, -0.411111, 0; p2, 0.171948, 0.411111, 0; p3, 0, 0, 0
t37.856; p1, -0.17273, -0.410924, 0; p2, 0.17273, 0.410924, 0; p3, 0, 0, 0
t37.857; p1, -0.173511, -0.410736, 0; p2, 0.173511, 0.410736, 0; p3, 0, 0, 0
t37.858; p1, -0.174292, -0.410546, 0; p2, 0.174292, 0.410546, 0; p3, 0, 0, 0
t37.859; p1, -0.175072, -0.410355, 0; p2, 0.175072, 0.410355, 0; p3, 0, 0, 0
t37.86; p1, -0.175852, -0.410163, 0; p2, 0.175852, 0.410163, 0; p3, 0, 0, 0
t37.861; p1, -0.176631, -0.40997, 0; p2, 0.176631, 0.40997, 0; p3, 0, 0, 0
t37.862; p1, -0.177409, -0.409775, 0; p2, 0.177409, 0.409775, 0; p3, 0, 0, 0
t37.863; p1, -0.178187, -0.409578, 0; p2, 0.178187, 0.409578, 0; p3, 0, 0, 0
t37.864; p1, -0.178964, -0.40938, 0; p2, 0.178964, 0.40938, 0; p3, 0, 0, 0
t37.865; p1, -0.179741, -0.409181, 0; p2, 0.179741, 0.409181, 0; p3, 0, 0, 0
t37.866; p1, -0.180517, -0.408981, 0; p2, 0.180517, 0.408981, 0; p3, 0, 0, 0
t37.867; p1, -0.181292, -0.408779, 0; p2, 0.181292, 0.408779, 0; p3, 0, 0, 0
t37.868; p1, -0.182067, -0.408576, 0; p2, 0.182067, 0.408576, 0; p3, 0, 0, 0
t37.869; p1, -0.182841, -0.408371, 0; p2, 0.182841, 0.408371, 0; p3, 0, 0, 0
t37.87; p1, -0.183614, -0.408165, 0; p2, 0.183614, 0.408165, 0; p3, 0, 0, 0
t37.871; p1, -0.184387, -0.407958, 0; p2, 0.184387, 0.407958, 0; p3, 0, 0, 0
t37.872; p1, -0.18516, -0.407749, 0; p2, 0.18516, 0.407749, 0; p3, 0, 0, 0
t37.873; p1, -0.185931, -0.407539, 0; p2, 0.185931, 0.407539, 0; p3, 0, 0, 0
t37.874; p1, -0.186702, -0.407327, 0; p2, 0.186702, 0.407327, 0; p3, 0, 0, 0
t37.875; p1, -0.187473, -0.407114, 0; p2, 0.187473, 0.407114, 0; p3, 0, 0, 0
t37.876; p1, -0.188243, -0.4069, 0; p2, 0.188243, 0.4069, 0; p3, 0, 0, 0
t37.877; p1, -0.189012, -0.406685, 0; p2, 0.189012, 0.406685, 0; p3, 0, 0, 0
t37.878; p1, -0.18978, -0.406468, 0; p2, 0.18978, 0.406468, 0; p3, 0, 0, 0
t37.879; p1, -0.190548, -0.40625, 0; p2, 0.190548, 0.40625, 0; p3, 0, 0, 0
t37.88; p1, -0.191316, -0.40603, 0; p2, 0.191316, 0.40603, 0; p3, 0, 0, 0
t37.881; p1, -0.192082, -0.405809, 0; p2, 0.192082, 0.405809, 0; p3, 0, 0, 0
t37.882; p1, -0.192848, -0.405587, 0; p2, 0.192848, 0.405587, 0; p3, 0, 0, 0
t37.883; p1, -0.193614, -0.405363, 0; p2, 0.193614, 0.405363, 0; p3, 0, 0, 0
t37.884; p1, -0.194378, -0.405138, 0; p2, 0.194378, 0.405138, 0; p3, 0, 0, 0
t37.885; p1, -0.195143, -0.404912, 0; p2, 0.195143, 0.404912, 0; p3, 0, 0, 0
t37.886; p1, -0.195906, -0.404684, 0; p2, 0.195906, 0.404684, 0; p3, 0, 0, 0
t37.887; p1, -0.196669, -0.404455, 0; p2, 0.196669, 0.404455, 0; p3, 0, 0, 0
t37.888; p1, -0.197431, -0.404225, 0; p2, 0.197431, 0.404225, 0; p3, 0, 0, 0
t37.889; p1, -0.198192, -0.403993, 0; p2, 0.198192, 0.403993, 0; p3, 0, 0, 0
t37.89; p1, -0.198953, -0.40376, 0; p2, 0.198953, 0.40376, 0; p3, 0, 0, 0
t37.891; p1, -0.199713, -0.403526, 0; p2, 0.199713, 0.403526, 0; p3, 0, 0, 0
t37.892; p1, -0.200473, -0.40329, 0; p2, 0.200473, 0.40329, 0; p3, 0, 0, 0
t37.893; p1, -0.201232, -0.403054, 0; p2, 0.201232, 0.403054, 0; p3, 0, 0, 0
t37.894; p1, -0.20199, -0.402815, 0; p2, 0.20199, 0.402815, 0; p3, 0, 0, 0
t37.895; p1, -0.202748, -0.402576, 0; p2, 0.202748, 0.402576, 0; p3, 0, 0, 0
t37.896; p1, -0.203505, -0.402335, 0; p2, 0.203505, 0.402335, 0; p3, 0, 0, 0
t37.897; p1, -0.204261, -0.402093, 0; p2, 0.204261, 0.402093, 0; p3, 0, 0, 0
t37.898; p1, -0.205016, -0.401849, 0; p2, 0.205016, 0.401849, 0; p3, 0, 0, 0
t37.899; p1, -0.205771, -0.401604, 0; p2, 0.205771, 0.401604, 0; p3, 0, 0, 0
t37.9; p1, -0.206526, -0.401358, 0; p2, 0.206526, 0.401358, 0; p3, 0, 0, 0
t37.901; p1, -0.207279, -0.401111, 0; p2, 0.207279, 0.401111, 0; p3, 0, 0, 0
t37.902; p1, -0.208032, -0.400862, 0; p2, 0.208032, 0.400862, 0; p3, 0, 0, 0
t37.903; p1, -0.208784, -0.400612, 0; p2, 0.208784, 0.400612, 0; p3, 0, 0, 0
t37.904; p1, -0.209536, -0.40036, 0; p2, 0.209536, 0.40036, 0; p3, 0, 0, 0
t37.905; p1, -0.210287, -0.400108, 0; p2, 0.210287, 0.400108, 0; p3, 0, 0, 0
t37.906; p1, -0.211037, -0.399854, 0; p2, 0.211037, 0.399854, 0; p3, 0, 0, 0
t37.907; p1, -0.211786, -0.399598, 0; p2, 0.211786, 0.399598, 0; p3, 0, 0, 0
t37.908; p1, -0.212535, -0.399342, 0; p2, 0.212535, 0.399342, 0; p3, 0, 0, 0
t37.909; p1, -0.213283, -0.399084, 0; p2, 0.213283, 0.399084, 0; p3, 0, 0, 0
t37.91; p1, -0.21403, -0.398825, 0; p2, 0.21403, 0.398825, 0; p3, 0, 0, 0
t37.911; p1, -0.214777, -0.398564, 0; p2, 0.214777, 0.398564, 0; p3, 0, 0, 0
t37.912; p1, -0.215523, -0.398302, 0; p2, 0.215523, 0.398302, 0; p3, 0, 0, 0
t37.913; p1, -0.216268, -0.398039, 0; p2, 0.216268, 0.398039, 0; p3, 0, 0, 0
t37.914; p1, -0.217013, -0.397775, 0; p2, 0.217013, 0.397775, 0; p3, 0, 0, 0
t37.915; p1, -0.217757, -0.397509, 0; p2, 0.217757, 0.397509, 0; p3, 0, 0, 0
t37.916; p1, -0.2185, -0.397243, 0; p2, 0.2185, 0.397243, 0; p3, 0, 0, 0
t37.917; p1, -0.219243, -0.396974, 0; p2, 0.219243, 0.396974, 0; p3, 0, 0, 0
t37.918; p1, -0.219985, -0.396705, 0; p2, 0.219985, 0.396705, 0; p3, 0, 0, 0
t37.919; p1, -0.220726, -0.396434, 0; p2, 0.220726, 0.396434, 0; p3, 0, 0, 0
t37.92; p1, -0.221466, -0.396162, 0; p2, 0.221466, 0.396162, 0; p3, 0, 0, 0
t37.921; p1, -0.222206, -0.395889, 0; p2, 0.222206, 0.395889, 0; p3, 0, 0, 0
t37.922; p1, -0.222945, -0.395614, 0; p2, 0.222945, 0.395614, 0; p3, 0, 0, 0
t37.923; p1, -0.223683, -0.395339, 0; p2, 0.223683, 0.395339, 0; p3, 0, 0, 0
t37.924; p1, -0.224421, -0.395062, 0; p2, 0.224421, 0.395062, 0; p3, 0, 0, 0
t37.925; p1, -0.225157, -0.394783, 0; p2, 0.225157, 0.394783, 0; p3, 0, 0, 0
t37.926; p1, -0.225893, -0.394504, 0; p2, 0.225893, 0.394504, 0; p3, 0, 0, 0
t37.927; p1, -0.226629, -0.394223, 0; p2, 0.226629, 0.394223, 0; p3, 0, 0, 0
t37.928; p1, -0.227363, -0.393941, 0; p2, 0.227363, 0.393941, 0; p3, 0, 0, 0
t37.929; p1, -0.228097, -0.393657, 0; p2, 0.228097, 0.393657, 0; p3, 0, 0, 0
t37.93; p1, -0.228831, -0.393373, 0; p2, 0.228831, 0.393373, 0; p3, 0, 0, 0
t37.931; p1, -0.229563, -0.393087, 0; p2, 0.229563, 0.393087, 0; p3, 0, 0, 0
t37.932; p1, -0.230295, -0.3928, 0; p2, 0.230295, 0.3928, 0; p3, 0, 0, 0
t37.933; p1, -0.231026, -0.392511, 0; p2, 0.231026, 0.392511, 0; p3, 0, 0, 0
t37.934; p1, -0.231756, -0.392222, 0; p2, 0.231756, 0.392222, 0; p3, 0, 0, 0
t37.935; p1, -0.232486, -0.391931, 0; p2, 0.232486, 0.391931, 0; p3, 0, 0, 0
t37.936; p1, -0.233215, -0.391639, 0; p2, 0.233215, 0.391639, 0; p3, 0, 0, 0
t37.937; p1, -0.233943, -0.391346, 0; p2, 0.233943, 0.391346, 0; p3, 0, 0, 0
t37.938; p1, -0.23467, -0.391051, 0; p2, 0.23467, 0.391051, 0; p3, 0, 0, 0
t37.939; p1, -0.235397, -0.390755, 0; p2, 0.235397, 0.390755, 0; p3, 0, 0, 0
t37.94; p1, -0.236122, -0.390458, 0; p2, 0.236122, 0.390458, 0; p3, 0, 0, 0
t37.941; p1, -0.236847, -0.39016, 0; p2, 0.236847, 0.39016, 0; p3, 0, 0, 0
t37.942; p1, -0.237572, -0.38986, 0; p2, 0.237572, 0.38986, 0; p3, 0, 0, 0
t37.943; p1, -0.238295, -0.38956, 0; p2, 0.238295, 0.38956, 0; p3, 0, 0, 0
t37.944; p1, -0.239018, -0.389258, 0; p2, 0.239018, 0.389258, 0; p3, 0, 0, 0
t37.945; p1, -0.23974, -0.388954, 0; p2, 0.23974, 0.388954, 0; p3, 0, 0, 0
t37.946; p1, -0.240462, -0.38865, 0; p2, 0.240462, 0.38865, 0; p3, 0, 0, 0
t37.947; p1, -0.241182, -0.388344, 0; p2, 0.241182, 0.388344, 0; p3, 0, 0, 0
t37.948; p1, -0.241902, -0.388037, 0; p2, 0.241902, 0.388037, 0; p3, 0, 0, 0
t37.949; p1, -0.242621, -0.387729, 0; p2, 0.242621, 0.387729, 0; p3, 0, 0, 0
t37.95; p1, -0.24334, -0.38742, 0; p2, 0.24334, 0.38742, 0; p3, 0, 0, 0
t37.951; p1, -0.244057, -0.38711, 0; p2, 0.244057, 0.38711, 0; p3, 0, 0, 0
t37.952; p1, -0.244774, -0.386798, 0; p2, 0.244774, 0.386798, 0; p3, 0, 0, 0
t37.953; p1, -0.24549, -0.386485, 0; p2, 0.24549, 0.386485, 0; p3, 0, 0, 0
t37.954; p1, -0.246205, -0.386171, 0; p2, 0.246205, 0.386171, 0; p3, 0, 0, 0
t37.955; p1, -0.24692, -0.385855, 0; p2, 0.24692, 0.385855, 0; p3, 0, 0, 0
t37.956; p1, -0.247633, -0.385539, 0; p2, 0.247633, 0.385539, 0; p3, 0, 0, 0
t37.957; p1, -0.248346, -0.385221, 0; p2, 0.248346, 0.385221, 0; p3, 0, 0, 0
t37.958; p1, -0.249059, -0.384902, 0; p2, 0.249059, 0.384902, 0; p3, 0, 0, 0
t37.959; p1, -0.24977, -0.384582, 0; p2, 0.24977, 0.384582, 0; p3, 0, 0, 0
t37.96; p1, -0.250481, -0.384261, 0; p2, 0.250481, 0.384261, 0; p3, 0, 0, 0
t37.961; p1, -0.25119, -0.383938, 0; p2, 0.25119, 0.383938, 0; p3, 0, 0, 0
t37.962; p1, -0.251899, -0.383614, 0; p2, 0.251899, 0.383614, 0; p3, 0, 0, 0
t37.963; p1, -0.252608, -0.38329, 0; p2, 0.252608, 0.38329, 0; p3, 0, 0, 0
t37.964; p1, -0.253315, -0.382963, 0; p2, 0.253315, 0.382963, 0; p3, 0, 0, 0
